parent_directory,is_file,name,size_in_bytes
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\cli,True,command_context.py,774
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\cli,True,main.py,2472
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\cli,True,main_parser.py,4338
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\cli,True,parser.py,10817
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\cli,True,progress_bars.py,1968
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\cli,True,req_command.py,18172
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\cli,True,spinners.py,5118
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\cli,True,status_codes.py,116
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\cli,True,__init__.py,132
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,cache.py,7582
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,check.py,1685
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,completion.py,4129
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,configuration.py,9815
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,debug.py,6573
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,download.py,5289
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,freeze.py,2951
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,hash.py,1703
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,help.py,1132
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,index.py,4762
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,inspect.py,3374
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,install.py,31726
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,list.py,12343
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,search.py,5697
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,show.py,6129
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,uninstall.py,3680
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,wheel.py,7396
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\commands,True,__init__.py,3882
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\distributions,True,base.py,1221
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\distributions,True,installed.py,729
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\distributions,True,sdist.py,6494
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\distributions,True,wheel.py,1164
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\distributions,True,__init__.py,858
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\index,True,collector.py,16503
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\index,True,package_finder.py,37596
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\index,True,sources.py,6557
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\index,True,__init__.py,30
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\locations,True,base.py,2573
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\locations,True,_distutils.py,6302
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\locations,True,_sysconfig.py,7867
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\locations,True,__init__.py,17552
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\metadata,True,base.py,25277
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\metadata,True,pkg_resources.py,9773
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\metadata,True,_json.py,2595
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\metadata,True,__init__.py,4280
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\metadata,False,importlib,17627
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\metadata\importlib,True,_compat.py,1882
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\metadata\importlib,True,_dists.py,8181
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\metadata\importlib,True,_envs.py,7457
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\metadata\importlib,True,__init__.py,107
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,candidate.py,990
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,direct_url.py,5877
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,format_control.py,2520
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,index.py,1030
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,installation_report.py,2617
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,link.py,18083
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,scheme.py,738
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,search_scope.py,4644
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,selection_prefs.py,1907
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,target_python.py,3858
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,wheel.py,3600
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\models,True,__init__.py,63
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\network,True,auth.py,12190
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\network,True,cache.py,2145
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\network,True,download.py,6096
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\network,True,lazy_wheel.py,7638
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\network,True,session.py,18443
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\network,True,utils.py,4073
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\network,True,xmlrpc.py,1791
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\network,True,__init__.py,50
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations,True,check.py,5109
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations,True,freeze.py,9784
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations,True,prepare.py,25091
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations,True,__init__.py,0
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations,False,build,14723
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations,False,install,32917
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\build,True,build_tracker.py,4133
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\build,True,metadata.py,1404
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\build,True,metadata_editable.py,1456
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\build,True,metadata_legacy.py,2198
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\build,True,wheel.py,1063
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\build,True,wheel_editable.py,1405
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\build,True,wheel_legacy.py,3064
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\build,True,__init__.py,0
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\install,True,editable_legacy.py,1354
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\install,True,legacy.py,4105
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\install,True,wheel.py,27407
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\operations\install,True,__init__.py,51
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\req,True,constructors.py,16611
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\req,True,req_file.py,17646
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\req,True,req_install.py,35600
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\req,True,req_set.py,2858
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\req,True,req_uninstall.py,24045
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\req,True,__init__.py,2807
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution,True,base.py,583
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution,True,__init__.py,0
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution,False,legacy,24129
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution,False,resolvelib,87194
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\legacy,True,resolver.py,24129
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\legacy,True,__init__.py,0
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\resolvelib,True,base.py,5220
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\resolvelib,True,candidates.py,18963
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\resolvelib,True,factory.py,27878
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\resolvelib,True,found_candidates.py,5705
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\resolvelib,True,provider.py,9914
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\resolvelib,True,reporter.py,2526
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\resolvelib,True,requirements.py,5455
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\resolvelib,True,resolver.py,11533
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\resolution\resolvelib,True,__init__.py,0
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,appdirs.py,1665
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,compat.py,1884
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,compatibility_tags.py,5377
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,datetime.py,242
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,deprecation.py,5764
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,direct_url_helpers.py,3206
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,distutils_args.py,1115
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,egg_link.py,2203
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,encoding.py,1169
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,entrypoints.py,3064
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,filesystem.py,5122
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,filetypes.py,716
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,glibc.py,3110
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,hashes.py,4831
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,inject_securetransport.py,795
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,logging.py,11632
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,misc.py,21617
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,models.py,1193
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,packaging.py,2108
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,setuptools_build.py,5662
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,subprocess.py,9197
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,temp_dir.py,7702
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,unpacking.py,8821
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,urls.py,1759
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,virtualenv.py,3459
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,wheel.py,4549
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,_log.py,1015
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\utils,True,__init__.py,0
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\vcs,True,bazaar.py,3518
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\vcs,True,git.py,18116
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\vcs,True,mercurial.py,5238
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\vcs,True,subversion.py,11728
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\vcs,True,versioncontrol.py,22811
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_internal\vcs,True,__init__.py,596
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,True,six.py,34549
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,True,typing_extensions.py,80114
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,True,vendor.txt,469
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,True,__init__.py,4966
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,cachecontrol,48131
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,certifi,290998
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,chardet,1092504
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,colorama,27348
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,distlib,1139219
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,distro,49886
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,idna,270310
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,msgpack,42850
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,packaging,96292
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,pep517,47390
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,pkg_resources,108849
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,platformdirs,39067
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,pygments,479266
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,pyparsing,370049
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,requests,180427
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,resolvelib,30534
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,rich,878477
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,tenacity,50281
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,tomli,26226
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,urllib3,388569
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor,False,webencodings,31733
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,True,adapter.py,5033
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,True,cache.py,1535
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,True,compat.py,778
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,True,controller.py,16416
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,True,filewrapper.py,3946
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,True,heuristics.py,4154
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,True,serialize.py,7105
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,True,wrapper.py,774
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,True,_cmd.py,1379
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,True,__init__.py,465
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol,False,caches,6546
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches,True,file_cache.py,5271
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches,True,redis_cache.py,1033
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches,True,__init__.py,242
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\certifi,True,cacert.pem,286370
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\certifi,True,core.py,4279
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\certifi,True,__init__.py,94
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\certifi,True,__main__.py,255
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,big5freq.py,31274
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,big5prober.py,1741
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,chardistribution.py,9608
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,charsetgroupprober.py,3817
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,charsetprober.py,4801
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,codingstatemachine.py,3559
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,cp949prober.py,1838
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,enums.py,1619
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,escprober.py,3864
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,escsm.py,12021
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,eucjpprober.py,3676
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,euckrfreq.py,13566
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,euckrprober.py,1731
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,euctwfreq.py,36913
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,euctwprober.py,1731
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,gb2312freq.py,20735
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,gb2312prober.py,1737
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,hebrewprober.py,13919
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,jisfreq.py,25796
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,johabfreq.py,42498
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,johabprober.py,1730
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,jpcntx.py,26797
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,langbulgarianmodel.py,104562
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,langgreekmodel.py,98484
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,langhebrewmodel.py,98196
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,langhungarianmodel.py,101363
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,langrussianmodel.py,128035
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,langthaimodel.py,102774
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,langturkishmodel.py,95372
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,latin1prober.py,5260
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,mbcharsetprober.py,3367
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,mbcsgroupprober.py,2056
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,mbcssm.py,30068
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,sbcharsetprober.py,6199
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,sbcsgroupprober.py,4129
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,sjisprober.py,3749
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,universaldetector.py,13288
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,utf1632prober.py,8289
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,utf8prober.py,2709
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,version.py,242
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,True,__init__.py,3705
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,False,cli,2406
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet,False,metadata,13280
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet\cli,True,chardetect.py,2406
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet\cli,True,__init__.py,0
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet\metadata,True,languages.py,13280
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\chardet\metadata,True,__init__.py,0
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\colorama,True,ansi.py,2522
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\colorama,True,ansitowin32.py,10830
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\colorama,True,initialise.py,1915
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\colorama,True,win32.py,5404
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\colorama,True,winterm.py,6438
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\colorama,True,__init__.py,239
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\distlib,True,compat.py,41259
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\distlib,True,database.py,51697
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\distlib,True,index.py,20834
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\distlib,True,locators.py,51991
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\distlib,True,manifest.py,14811
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\distlib,True,markers.py,5058
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\distlib,True,metadata.py,39801
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\distlib,True,resources.py,10820
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\distlib,True,scripts.py,18102
C:\Users\ÿ\Desktop\python_home_work\venv\Lib\site-packages\pip\_vendor\distlib,True,t32.exe,97792
